288,416,400,416,400,455,288,455,0.99969196
672,423,832,423,832,460,672,460,0.99967027
240,90,624,90,624,139,240,139,0.9996606
688,249,832,249,832,282,688,282,0.99962795
720,456,832,456,832,489,720,489,0.99961406
656,93,800,93,800,126,656,126,0.9996111
176,329,752,329,752,389,176,389,0.9996088
704,203,832,203,832,256,704,256,0.99960524
96,109,192,109,192,149,96,149,0.99960023
464,405,592,405,592,450,464,450,0.9995981
