288,134,480,134,480,168,288,168,0.9993864
384,398,752,398,752,423,384,423,0.9993735
384,299,736,299,736,325,384,325,0.9993711
384,372,640,372,640,395,384,395,0.9993032
464,265,624,265,624,283,464,283,0.99930143
384,345,752,345,752,373,384,373,0.9991714
384,325,736,325,736,342,384,342,0.99912006
208,297,320,297,320,315,208,315,0.9990476
272,172,480,172,480,190,272,190,0.998946
272,383,320,383,320,404,272,404,0.9989182
